,Spotify ID,Raiva (BERT),Medo (BERT),Alegria (BERT),Tristeza (BERT),Surpresa (BERT),Raiva (GPT),Medo (GPT),Alegria (GPT),Tristeza (GPT),Surpresa (GPT)
0,54JLlb23AnzXErLRSNVIUn,0.2628439223897976,0.0836321571240265,0.3823184325669783,0.0083615655293999,0.2628439223897976,0.2303142099407881,0.0732817940720689,0.3350024871866009,0.1310872988597538,0.2303142099407881
1,0nmEuK27DMGbYmSdh6NtKB,0.009850483014031,0.0067722070721458,0.0252418627234549,0.9482849641763372,0.009850483014031,0.1902577110366534,0.1308021763376992,0.4875353845314243,0.0011470170575696,0.1902577110366534
2,2Hw2kl2Vkthv8JMRKyQkCU,0.0517954056305216,0.0517954056305216,0.6215448675662617,0.0676826986506078,0.2071816225220869,0.0539145103684235,0.0539145103684235,0.6469741244210822,0.0295388133683768,0.215658041473694
3,1pjcwMSVdyhDjhtrz7IYnD,0.0111130632249096,0.066678379349458,0.7890274889685871,0.0109373729830387,0.1222436954740063,0.01015660799348,0.0609396479608803,0.721119167537084,0.0960618885802749,0.1117226879282806
4,432lLXJbE89oUGD6CQU89x,0.2130225434877452,0.1464529986478248,0.3461616331675861,0.0147707363691779,0.2795920883276658,0.1645494705491318,0.1131277610025281,0.2673928896423393,0.238958698710265,0.2159711800957355
5,3WQyTWS7CUBTzaZ0TjTgMf,0.1305534249448341,0.1305534249448341,0.4866082202489271,0.0030465731485396,0.2492383567128651,0.1108727308964299,0.1108727308964299,0.4132529060685114,0.1533355095181716,0.2116661226204571
6,0r7mpbCZtMI3tZoS1sIwXn,0.2093391440251924,0.1617620658376486,0.2569162222127362,0.2102205020867741,0.1617620658376486,0.2359323352902426,0.1823113499970055,0.2895533205834796,0.1098916441322664,0.1823113499970055
7,7bdhM9AJqWAIHooF4sh3wW,0.0642507718486389,0.1713353915963721,0.4390469409657045,0.1004891941190456,0.2248777014702388,0.0697936503128266,0.1861164008342044,0.4769232771376488,0.0228888956204267,0.2442777760948933
8,0JpXCFeM5V9ZlweFHzZRnn,0.2595408720771668,0.178434349553052,0.3406473946012813,0.0429430342154477,0.178434349553052,0.1742161939070068,0.1197736333110672,0.2286587545029464,0.3575777849679122,0.1197736333110672
9,5VS1PX3vDxoaJBpEy7YeQ8,0.0168671226500158,0.0253006839750246,0.5903492927505931,0.1988116741241978,0.1686712265001685,0.0209945490767011,0.0314918236150517,0.7348092176845403,0.0027589188566952,0.2099454907670115
10,7mKFzy9cFV6fbIIVD3rSp9,0.2182304755035845,0.1686326401618606,0.2678283108453085,0.2262737686691091,0.119034804820137,0.2577996420924247,0.1992088143441462,0.316390469840703,0.085983087126858,0.140617986595868
11,2r05fN1qdcN0y66l0vzUGY,0.3448756234783161,0.2171439110789397,0.2810097672786279,0.0036926432848645,0.1532780548792515,0.2722596350005988,0.171422733148525,0.221841184074562,0.2134721655538257,0.1210042822224883
12,4iAs2QORspxnjOocbxJ25X,0.0479125431227495,0.0878396623917075,0.4871108550812877,0.3292243962815056,0.0479125431227495,0.064099786199763,0.1175162746995656,0.6516811596975913,0.102602993203317,0.064099786199763
13,2XCF9zbOTpv4VfuQxahluA,0.0946146455140047,0.1621965351668653,0.5001059834311681,0.0133044110682358,0.2297784248197258,0.0720492987864774,0.1235130836339614,0.380832007871381,0.2486287412267347,0.1749768684814452
14,2vuutceleP0mCWUYtsa3Eo,0.0760906496519858,0.0760906496519858,0.2346128364269565,0.4737063399070974,0.139499524361974,0.133083757017264,0.133083757017264,0.4103415841365641,0.0795040139639238,0.243986887864984
15,3Rp4m03mbhlYgIeSWNP9xm,0.1329642887889261,0.1329642887889261,0.4653750107612419,0.0249285488812078,0.243767862779698,0.1253126751375892,0.1253126751375892,0.4385943629815623,0.0810403823243457,0.2297399044189136
16,4qBwEbdjhY9D8ZdnsZGwYh,0.3425632680952316,0.2156879836155162,0.2791256258553739,0.0103727810582196,0.1522503413756585,0.2734215196312849,0.1721542901382163,0.2227879048847506,0.2101156099540659,0.1215206753916821
17,4u1MSjULnQ95O8w3cJTOzl,0.0447955254527559,0.0821251299967214,0.3061027572605149,0.3728626436613895,0.1941139436286182,0.0710658909322081,0.1302874667090482,0.4856169213700888,0.0050775269490863,0.3079521940395685
18,2qKigrXx0oiFxNSJWujBGa,0.1882526529658469,0.2470816070176738,0.3059105610695015,0.1293314800329579,0.1294236989140199,0.2053668721534942,0.2695440197014612,0.3337211672494282,0.050178216290089,0.1411897246055273
19,1sVMtMpWIAFtcF2vTPP4YN,0.118049500218952,0.118049500218952,0.3639859590084357,0.1834909568189146,0.2164240837347455,0.1336204121986317,0.1336204121986317,0.411996270945781,0.0757921489594641,0.2449707556974914
20,0UjTa25syvgeuuGmHTw8LR,0.1157694833526656,0.1640067680829433,0.2604813375434981,0.2957356429379495,0.1640067680829433,0.1495773870247921,0.211901298285122,0.3365491208057822,0.0900708955991816,0.211901298285122
21,5XnkKOmt7KOhxgvTwB04f4,0.2292975314257717,0.161857081006427,0.364178432264461,0.0153694238775684,0.2292975314257717,0.1768874230008123,0.1248617103535146,0.280938848295408,0.2404245953494525,0.1768874230008123
22,0rImThhPOV8wtgeyltD6no,0.2020765314918322,0.2615108054600182,0.3209450794282042,0.0133910521281131,0.2020765314918322,0.1752653846006009,0.2268140271301895,0.2783626696597781,0.1442925340088305,0.1752653846006009
23,70LvdfTp6Jbyxm5rADwRB0,0.1481119534676623,0.1481119534676623,0.5183918371368185,0.0372723024601943,0.1481119534676623,0.1263376738291143,0.1263376738291143,0.4421818584019001,0.178805120110757,0.1263376738291143
24,7fs6csqE3EltCrESv6cn0J,0.1328927961308962,0.1932986125540309,0.4953276946697045,0.0455881005144719,0.1328927961308962,0.132712685004277,0.1930366327334938,0.4946563713795779,0.0468816258783741,0.132712685004277
25,4W6fxo1IseS922tCGMNhga,0.0235393061864804,0.0235393061864804,0.0770377293375735,0.8416446674727662,0.0342389908166992,0.1474144665727835,0.1474144665727835,0.4824473451472915,0.0083026794194562,0.2144210422876851
26,1yqJ3Xi70OumcNDUgVAT5p,0.0378750853422083,0.0378750853422083,0.4481885098829053,0.4066236629719628,0.0694376564607152,0.0638153149551144,0.0638153149551144,0.7551478936355208,0.0002267323698738,0.1169947440843764
27,0jFT8rusCXzDuTTcgIFlRV,0.1256967625070449,0.1828316545557012,0.4113712227503309,0.1544035976798778,0.1256967625070449,0.1451711594376347,0.211158050091105,0.4751056127049863,0.023394018328639,0.1451711594376347
28,4dyBh3WU2TrmM8JOKlzwE4,0.295764835286682,0.2314681319634902,0.1671714286402985,0.009830768822847,0.295764835286682,0.2436035953127545,0.1906462919838948,0.1376889886550351,0.184457528735561,0.2436035953127545
29,5inhNJDsdUL02QKh4nCfwa,0.1850668710669764,0.2691881760974202,0.4374307861583081,0.0073686006407626,0.1009455660365325,0.1115796964996841,0.1622977403631769,0.2637338280901626,0.4015270824107848,0.0608616526361913
30,5ZitFX8lY0SUlM17GUiKO4,0.0,0.0,0.6890176917522527,0.0156890117824962,0.2952932964652511,0.0,0.0,0.7,0.0,0.3
31,2lWmqGC70SKMebW1HgPGkA,0.0648420144536335,0.044578884936873,0.1458945325206755,0.7001056831519448,0.044578884936873,0.2059357734514159,0.1415808442478484,0.4633554902656859,0.0475470477872012,0.1415808442478484
32,3edcczAZsUhCoJqIrbEIf1,0.0734014080942773,0.1258309853044757,0.4404084485656653,0.1296690183107094,0.2306901397248721,0.0804508910678881,0.1379158132592368,0.4827053464073287,0.0460822916236122,0.2528456576419341
33,4XRqGYvKcVRrSpEAUE3Y2H,0.2698174700269617,0.1854995106435361,0.3541354294103872,0.0050480792755787,0.1854995106435361,0.1637731136169883,0.1125940156116794,0.2149522116222971,0.3960866435373556,0.1125940156116794
34,2IU6oDu9pMQqHW5xdarW7E,0.2451432031372284,0.1685359521568444,0.3217504541176124,0.0960344384314702,0.1685359521568444,0.1823924849936648,0.1253948334331446,0.2393901365541851,0.3274277115858608,0.1253948334331446
35,5hemN5gGcBNdkUOIbs3RVe,0.1268153016921109,0.1268153016921109,0.4726752153978683,0.0315922416238799,0.2421019395940299,0.1140788179776927,0.1140788179776927,0.4252028670077636,0.1288526627158012,0.2177868343210497
36,1e4An0kC1wXrfQagUBTnjv,0.21471534790038,0.1476168016815113,0.3489124403381176,0.006941515960742,0.2818138941192489,0.162954732502134,0.1120313785952171,0.2648014403159678,0.2463343621776299,0.2138780864090509
37,7v7J6S6Ms6aewGQMdg0b26,0.1694451831633464,0.0697715460084367,0.318955638895711,0.2723824487691593,0.1694451831633464,0.1904597075969439,0.0784245854810946,0.3585123907707183,0.182143608554299,0.1904597075969439
38,6usciGiDOoFfmvnrC7Tyv5,0.0741761420856222,0.1271591007182097,0.4450568525137341,0.1204828866990493,0.2331250179833845,0.0728630201202405,0.1249080344918409,0.4371781207214432,0.1360527614314338,0.2289980632350416
39,0QSFBx4LlChEpPlzPLChNJ,0.0595761845065164,0.0595761845065164,0.7049848499937774,0.0666397760645763,0.1092230049286133,0.0621949547719424,0.0621949547719424,0.7359736314679861,0.0256123752395677,0.1140240837485612
40,4hJUzxbT4X00UF0O5g4nlC,0.2227477397548019,0.1531390710814263,0.3619650771015532,0.0394003723074166,0.2227477397548019,0.1649998787527863,0.1134374166425406,0.2681248029732778,0.2884380228786087,0.1649998787527863
41,4i0osHi3exhgdtr6PEWyo9,0.1371839379180104,0.1995402733352879,0.3242529441698429,0.0771262358242931,0.2618966087525654,0.1271514338212567,0.1849475401036461,0.300539752668425,0.1446176270206365,0.2427436463860355
42,0ZLuN7MDLLzsKNZXPaV5oe,0.008364845601809,0.0118501979358957,0.0223062549381573,0.9421431512541548,0.0153355502699829,0.1440483984914609,0.2040685645295695,0.3841290626438958,0.0036652437673952,0.2640887305676784
43,65ufEyXxSK91qPycMzXEuE,0.2153992653474137,0.1480869949263468,0.4846483470316807,0.0037783977682119,0.1480869949263468,0.163022632737969,0.1120780600073537,0.3668009236604304,0.246020323586893,0.1120780600073537
44,4rHVF5gLsupBfRVwY2SNRw,0.4739032616203495,0.0917232119265192,0.3210312417428174,0.0216190727837946,0.0917232119265192,0.322738262309569,0.0624654701244327,0.2186291454355144,0.3337016520060512,0.0624654701244327
45,40VLfyflL7bJh2e3lNvV9f,0.1285085866188714,0.1869215805365409,0.420573556207217,0.135487690018499,0.1285085866188714,0.1397961890870967,0.2033399113994134,0.4575148006486801,0.059552909777713,0.1397961890870967
46,1Qxe0y79abwbbb1gdnrDYQ,0.2173918336544771,0.1185773638115329,0.4150207733403658,0.0316181955391468,0.2173918336544771,0.1420401195217271,0.0774764288300329,0.2711675009051154,0.3672758312213975,0.1420401195217271
47,01XyRFxUKPLVOWglamSV2K,0.126546754835105,0.126546754835105,0.4716742680217558,0.0911642152751536,0.1840680070328803,0.1182988190260438,0.1182988190260438,0.4409319618243452,0.1503993906311396,0.1720710094924274
48,47FKaWzga6seseEoFQOhoO,0.1549563614510604,0.219521512055669,0.3486518132648862,0.057348801172715,0.219521512055669,0.1283817348361327,0.1818741243511878,0.2888589033812986,0.2190111130801929,0.1818741243511878
49,3dEfGt5Ml97FQBeHngn4YA,0.0015146894835241,0.0015146894835241,0.004957165582443,0.9898102707472008,0.0022031847033079,0.1481154736998164,0.1481154736998164,0.4847415502903084,0.0035868132921436,0.2154406890179148
50,5nFjiVvbStgBEhQzGa2vkL,0.0744371529756356,0.1364681137886654,0.5086538786668445,0.0199108191541292,0.2605300354147251,0.0654255085407627,0.1199467656580651,0.4470743083618789,0.1385641375466235,0.2289892798926697
51,50uOAw0RqPWrnBpQfE6wao,0.1291166026145284,0.2464953322640999,0.3051846970888856,0.0140186709436005,0.3051846970888856,0.1167654321867505,0.2229158250837965,0.2759910215323195,0.1083366996648137,0.2759910215323195
52,441RMdglZa7GAkiWHOFRtM,0.2540436480703132,0.3334322880922861,0.1746550080483401,0.0632140477407203,0.1746550080483401,0.1959661000736781,0.2572055063467025,0.1347266938006537,0.2773750059783119,0.1347266938006537
53,0EWeR8jL1Jsfca53TfamD5,0.1360682356299544,0.1360682356299544,0.4195437265256928,0.0588613702261485,0.2494584319882497,0.1268972627191997,0.1268972627191997,0.3912665600508658,0.1222939328588686,0.2326449816518661
54,7wQTptwkkTHXjBF2JSZlHY,0.248125357799686,0.3256645321120881,0.1705861834872841,0.0850377431136576,0.1705861834872841,0.173846462421226,0.2281734819278592,0.1195194429145929,0.3589411698217288,0.1195194429145929
55,13Sj5vO8qk0aiMKgqv5Fzb,0.1339288226429434,0.1339288226429434,0.4129472031490762,0.0736589767196402,0.2455361748453966,0.1318615914159206,0.1318615914159206,0.4065732401990887,0.087957326039882,0.2417462509291879
56,3KVDM9shwWEbLsRpimCuTn,0.0083974103768367,0.0122144150935807,0.0312994386773007,0.939691325475445,0.0083974103768367,0.1371466178233766,0.199485989561275,0.5111828482507672,0.0150379265412047,0.1371466178233766
57,3o1gZFhZNay3OzoFdMuDZ7,0.1481327383336642,0.2154658012126024,0.2154658012126024,0.0034706693917136,0.4174649898494172,0.1108705591991564,0.1612662679260457,0.1612662679260457,0.2541435108420382,0.3124533941067136
58,4SaKd5ZIIF4X8yIbcacF5E,0.3770483653184058,0.291355555018768,0.1199699344194927,0.0059634005242031,0.2056627447191303,0.2237874863481138,0.1729266939962696,0.0712051092925816,0.410014808718609,0.1220659016444257
59,4otjxyVALgzos9DnHMMg0c,0.0629891841935879,0.0892346776075831,0.1679711578495682,0.5905703027416775,0.0892346776075831,0.1505367801537175,0.2132604385510996,0.4014314137432466,0.0215109290008366,0.2132604385510996
60,6vmD6Rg6YkVzuUYN8iGrU7,0.0865818079490857,0.2308848211975618,0.2308848211975618,0.1486122218339905,0.3030363278217999,0.0723696120459063,0.192985632122417,0.192985632122417,0.2883654815485872,0.2532936421606723
61,40UZVtoe4ANxDwdR36Lw4U,0.1823308045473655,0.0750773901077388,0.2359575117671791,0.2170500745907239,0.2895842189869926,0.2049489585584009,0.0843907476416945,0.2652280640167542,0.1199250603080427,0.3255071694751075
62,4R3KThu3ex03ri8KJYsvdz,0.0802319160206035,0.1470918460377733,0.5482514261407919,0.0104730357458879,0.2139517760549432,0.0623480776799453,0.1143048090798998,0.4260451974796266,0.2310403752806739,0.1662615404798542
63,2bKOB6DLw8inrQC8UmghQN,0.3311549887340673,0.1537505304836741,0.2720201693172695,0.0301889615645172,0.2128853499004717,0.3045571852940386,0.1414015503150893,0.2501719736343888,0.108082528781744,0.1957867619747391
64,2197m72oqAuxBiSIV5cQ72,0.1300519041130055,0.1300519041130055,0.4256244134607456,0.0068763685915937,0.3073954097216496,0.1111137228058675,0.1111137228058675,0.3636449110010209,0.1514952076642845,0.2626324357229596
65,47TcfNpZcJ00FdrX3Qrpm1,0.1099511358020987,0.1099511358020987,0.409817869807823,0.1603731447839728,0.2099067138040068,0.1151946448654251,0.1151946448654251,0.4293618581347665,0.120331802845844,0.2199170492885389
66,4gTgc97a6GDA8KpQB0eeGr,0.1277333289464602,0.1277333289464602,0.4760969533458976,0.0245818516815758,0.243854537079606,0.117588887967856,0.117588887967856,0.4382858551529179,0.1020484918818267,0.2244878770295433
67,1h7XWoJkUP6dk89XYBoaaZ,0.1412147642457884,0.0970851504189791,0.2294739918994058,0.34688171536323,0.1853443780725965,0.2112008561222448,0.1452005885840433,0.3432013911986478,0.0231960404346177,0.2772011236604463
68,6EGho5QIEfl2JsSKZAHC9n,0.1080107149788681,0.1571064945147173,0.1080107149788681,0.5188613605486784,0.1080107149788681,0.1526395733058165,0.2220211975357331,0.1526395733058165,0.3200600825468174,0.1526395733058165
69,3C8ULtjiUmTtcpE7QJBZ7G,0.2074213189060833,0.2722404810642346,0.3370596432223859,0.0406764000593641,0.1426021567479319,0.2032848345571833,0.2668113453563031,0.3303378561554229,0.0598076401730272,0.1397583237580635
70,0rOQyLZJ9oASgtdoDZgrmK,0.0281050014456721,0.051525835983732,0.168630008674033,0.6065299797605902,0.1452091741359727,0.0696003208883202,0.1276005882952538,0.4176019253299216,0.0255955075635163,0.359601657922988
71,60M76S6OMP5vnqZW7D4Nad,0.004005708982567,0.0027539249255146,0.0102646292678281,0.9802218118985756,0.0027539249255146,0.2019836507831944,0.1388637599134461,0.5175831051319357,0.0027057242579774,0.1388637599134461
72,0ONAzA6lvUfGqvmT8QsfD5,0.1447162944444116,0.2104964282827806,0.4078368297978877,0.0264540191921393,0.2104964282827806,0.1281578682055207,0.1864114446625756,0.3611721740337402,0.1378470684355879,0.1864114446625756
73,6eLZT3Vv2iwkk7ODW7nclE,0.0013155468016584,0.0010023213726921,0.0010023213726921,0.9953642636512988,0.0013155468016584,0.2831915713627718,0.215765006752588,0.215765006752588,0.0020868437692804,0.2831915713627718
74,188hS38eydh94oO6rjiB81,0.1881470119595634,0.1293510707221998,0.4821267181463816,0.0122281872122916,0.1881470119595634,0.1674641599170805,0.1151316099429928,0.4291269097875188,0.1208131604353272,0.1674641599170805
75,0D68089SVz3tvYn8A2XXFI,0.187979787683485,0.0774034419873172,0.4644206519239044,0.137504503569892,0.1326916148354011,0.1782885952213899,0.0734129509735135,0.4404777058410813,0.1819699748665632,0.1258507730974518
76,6y5s9BzDRNWNVgJFeAjOld,0.2020163956661964,0.13888627202051,0.5176670138946288,0.0025440463981545,0.13888627202051,0.1614836549308632,0.1110200127649684,0.4138018657603369,0.2026744537788631,0.1110200127649684
77,5KReogEW4oBWjHHYzO7DKh,0.1229935516714667,0.1229935516714667,0.4025243509248084,0.1725888342101245,0.1788997115221335,0.1479237810589657,0.1479237810589657,0.4841141925566151,0.0048763819669578,0.2151618633584956
78,0YpeVjsHQG5g3tLM6ShXZc,0.1411326805318354,0.1852366431980339,0.2293406058642325,0.3031573898740628,0.1411326805318354,0.1977260621664487,0.2595154565934639,0.3213048510204792,0.0237275680531594,0.1977260621664487
79,7JdrxtgTCO35gKZEZJdjI8,0.1794379793156955,0.1233636107795405,0.4598098219964699,0.1140249771287534,0.1233636107795405,0.1807405168823247,0.1242591053565982,0.463147574510957,0.1075936978935219,0.1242591053565982
80,0PcKNLuGtKGFqrDgNfMjQL,0.0583431260480902,0.0765753529381186,0.0948075798281467,0.7301630420275822,0.0401108991580621,0.2016617151018654,0.2646810010711984,0.3277002870405314,0.0673145676538723,0.1386424291325325
81,3u7m7OnPbSIUP1JFuDFafr,0.1517966611622467,0.1043602045490446,0.3889789442282573,0.2030675288982045,0.1517966611622467,0.1731770199891727,0.1190592012425562,0.443766113722255,0.0908206450568434,0.1731770199891727
82,6nh6evb5VLgofLfsDQZe6X,0.2096728016831388,0.1143669827362575,0.2573257111565795,0.2089617027408852,0.2096728016831388,0.2371283501656056,0.1293427364539666,0.291021157021425,0.1053794061933971,0.2371283501656056
83,2R6PIzBpnZPpAzXbGxAmqq,0.0117335650742581,0.0170670037443754,0.0437341970949628,0.9157316690121456,0.0117335650742581,0.1387656432263804,0.2018409356020079,0.5172173974801452,0.003410380465086,0.1387656432263804
84,1zSdbEKqGDhtwtvKo8Rg5R,0.2097855903302309,0.0863823019006833,0.3331888787597788,0.099155994464302,0.2714872345450048,0.2003833094244523,0.0825107744688921,0.3182558443800126,0.1395304948244104,0.2593195769022325
85,6ItZuqcTniqKVEwENXoDBP,0.0592972373965952,0.0592972373965952,0.7016839758597122,0.071009947453339,0.1087116018937582,0.0619165770786833,0.0619165770786833,0.7326794954310858,0.0299736257672948,0.1135137246442527
86,1pIwgYq2uM1Q2nu9DTODGP,0.1322633247018567,0.1322633247018567,0.4078119178307256,0.0851786708121565,0.2424827619534043,0.1355427811714441,0.1355427811714441,0.4179235752786194,0.062495763564178,0.2484950988143142
87,0hR8aII8gulgOK3r5UxfDq,0.1302273090900737,0.1302273090900737,0.485392697517548,0.0055369124030727,0.2486157718992318,0.112194493634427,0.112194493634427,0.4181794762737736,0.1432420486098297,0.2141894878475425
88,5pTwQnVLKbowYRIkLwJYIN,0.1842593296805408,0.2680135704444231,0.4355220519721875,0.0116999589861898,0.1005050889166586,0.1202746875905749,0.1749450001317453,0.2842856252140862,0.3548903120141889,0.0656043750494045
89,1waw5wTK3ZUGH20HpAAIAk,0.139493865650219,0.139493865650219,0.4301060857548421,0.0351674292526518,0.2557387536920681,0.1298270078489025,0.1298270078489025,0.4002999408674496,0.1020298623784239,0.2380161810563213
90,4i9KaeOrLG3PZUGtaaxOeP,0.0,0.0,0.6962999877773818,0.0052857317465974,0.2984142804760207,0.0,0.0,0.7,0.0,0.3
